firm_name,addr_dept_main,n_offres,sector_main,avg_req_exp,avg_wage,top_skill_req,n_patents,ipc_main_code,ipc_main_desc,ipc_second_code,ipc_second_desc,addr_city_main
A. RAYMOND et Cie,38,,,,,,443,F16B,"DEVICES FOR FASTENING OR SECURING CONSTRUCTIONAL ELEMENTS OR MACHINE PARTS TOGETHER, e.g. NAILS, BOLTS, CIRCLIPS, CLAMPS, CLIPS OR WEDGES; JOINTS OR JOINTING (couplings for transmitting rotation F16D)",F16L,"PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES, CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL",Grenoble
A.C.D. (Agence Commerciale Doucet),74,,,,,,1,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES","","",Rumilly
A.L.N.,20,,,,,,1,A61F,"FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, E.G. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS (dental prosthetics A61C)","","",Ghisonaccia
A.M.D.P.,78,,,,,,4,B23K,"SOLDERING OR UNSOLDERING; WELDING; CLADDING OR PLATING BY SOLDERING OR WELDING; CUTTING BY APPLYING HEAT LOCALLY, e.g. FLAME CUTTING; WORKING BY LASER BEAM (making metal-coated products by extruding metal B21C0023220000; building up linings or coverings by casting B22D0019080000; casting by dipping B22D0023040000; manufacture of composite layers by sintering metal powder B22F0007000000; arrangements on machine tools for copying or controlling B23Q; covering metals or covering materials with metals, not otherwise provided for C23C; burners F23D)",B23B,"TURNING; BORING (using an electrode which takes the place of a tool B23H, e.g. making holes B23H0009140000; working by laser beam B23K0026000000; arrangements for copying or controlling B23Q)",Croissy sur Seine
A.P.C.A. (Assemblee permanente des Chambres d'Agriculture),75,,,,,,6,C08L,"COMPOSITIONS OF MACROMOLECULAR COMPOUNDS (compositions based on polymerisable monomers C08F, C08G; artificial filaments or fibres D01F; textile treating compositions D06)",D04H,"MAKING TEXTILE FABRICS, e.g. FROM FIBRES OR FILAMENTARY MATERIAL (weaving D03; knitting D04B; braiding D04C; net-making D04G; sewing D05B; tufting D05C; finishing non-woven fabrics D06); FABRICS MADE BY SUCH PROCESSES OR APPARATUS, e.g. FELTS, NON-WOVEN FABRICS; COTTON-WOOL; WADDING (non-woven fabrics having an intermediate or external layer of a different kind, e.g. of woven fabric, B32B)",Paris
A.S.A. Fermetures,64,,,,,,3,B65G,"TRANSPORT OR STORAGE DEVICES, e.g. CONVEYERS FOR LOADING OR TIPPING; SHOP CONVEYER SYSTEMS; PNEUMATIC TUBE CONVEYERS (transport or storage devices used in a particular handling or treatment of articles or materials, see the relevant subclass, e.g. in metal-working B21D0043000000, B23Q0007000000, B23Q0041020000; vehicle, railway, sea or aircraft aspects B60-B64; transportation, conveyor or haulage systems specially adapted for motor vehicle or trailer assembly lines B62D0065180000; in packaging B65B; handling thin or filamentary materials B65H; hoisting, lifting, hauling, e.g. truck loaders B66; handling liquids B67; specially adapted to underground conditions E21F0013000000; storing or distributing gases or liquids F17; in handling radioactive materials G21C0019000000)",B60T,"VEHICLE BRAKE CONTROL SYSTEMS OR PARTS THEREOF; BRAKE CONTROL SYSTEMS OR PARTS THEREOF, IN GENERAL (control of electrodynamic brake systemsB60L0007000000; conjoint control of brakes and other drive units of vehicles B60W); ARRANGEMENT OF BRAKING ELEMENTS ON VEHICLES IN GENERAL; PORTABLE DEVICES FOR PREVENTING UNWANTED MOVEMENT OF VEHICLES; VEHICLE MODIFICATIONS TO FACILITATE COOLING OF BRAKES",Lescar
A.S.Pool,72,,,,,,11,E04H,"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL (foundations E02D)",G08B,"SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS (signalling arrangements on vehicles B60Q, B62D0041000000; railway signalling systems or devices B61L; on cycles B62J0003000000, B62J0006000000; safes or strong-rooms with alarm devices E05G; signalling or alarm devices in mines E21F0017180000; sensitive measuring elements, see the appropriate subclasses of G01; traffic control systems G08G; visual indicating means G09; sound-producing devices G10; radio or near-field calling systems H04B0005000000, H04B0007000000)",Spay
A2C - Pop Up Concept,34,,,,,,4,E01F,"ADDITIONAL WORK, SUCH AS EQUIPPING ROADS OR THE CONSTRUCTION OF PLATFORMS, HELICOPTER LANDING STAGES, SIGNS, SNOW FENCES, OR THE LIKE",E04B,"GENERAL BUILDING CONSTRUCTIONS; WALLS, e.g. PARTITIONS; ROOFS; FLOORS; CEILINGS; INSULATION OR OTHER PROTECTION OF BUILDINGS (border constructions of openings in walls, floors, or ceilings E06B0001000000)",Montpellier
A3BC IP,75,,,,,,2,G06F,"ELECTRIC DIGITAL DATA PROCESSING (computers in which a part of the computation is effected hydraulically or pneumatically G06D, optically G06E; computer systems based on specific computational models G06N; impedance networks using digital techniques H03H)","","",Paris
AAF France,27,,,,,,4,B01D,"SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)",F02C,"GAS-TURBINE PLANTS; AIR INTAKES FOR JET-PROPULSION PLANTS; CONTROLLING FUEL SUPPLY IN AIR-BREATHING JET-PROPULSION PLANTS (construction of turbines F01D; jet-propulsion plants F02K; construction of compressors or fans F04; combustion apparatus in which combustion takes place in a fluidised bed of fuel or other particles F23C0010000000; generating combustion products of high pressure or high velocity F23R; using gas turbines in compression refrigeration plants F25B0011000000; using gas-turbine plants in vehicles, see the relevant vehicle classes);",Gasny
AB SCIENCE,75,3,"ESN, Secteur informatique",,,"Database, Optimization",116,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",C07D,HETEROCYCLIC COMPOUNDS (macromolecular compounds C08),Paris
AB7 Innovation S.A.S.U.,31,,,,,,90,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",A01N,"PRESERVATION OF BODIES OF HUMANS OR ANIMALS OR PLANTS OR PARTS THEREOF (preservation of food or foodstuff A23); BIOCIDES, e.g. AS DISINFECTANTS, AS PESTICIDES OR AS HERBICIDES (preparations for medical, dental or toilet purposes which kill or prevent the growth or proliferation of unwanted organisms A61K); PEST REPELLANTS OR ATTRACTANTS; PLANT GROWTH REGULATORS (mixtures of pesticides with fertilisers C05G)",Deyme
ABB France,91,,,,,,27,H01H,ELECTRIC SWITCHES; RELAYS; SELECTORS; EMERGENCY PROTECTIVE DEVICES (contact cables H01B0007100000; electrolytic self-interrupters H01G0009180000; emergency protective circuit arrangements H02H; switching by electronic means without contact-making H03K0017000000),H02H,"EMERGENCY PROTECTIVE CIRCUIT ARRANGEMENTS (indicating or signalling undesired working conditions G01R, e.g. G01R0031000000, G08B; locating faults along lines G01R0031080000; emergency protective devices H01H)",Les Ulis
ABC Membranes,31,,,,,,11,B01D,"SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)",C02F,"TREATMENT OF WATER, WASTE WATER, SEWAGE, OR SLUDGE (processes for making harmful chemical substances harmless, or less harmful, by effecting a chemical change in the substances A62D0003000000; separation, settling tanks or filter devices  B01D; special arrangements on waterborne vessels of installations for treating water, waste water or sewage, e.g. for producing fresh water, B63J; adding materials to water to prevent corrosion C23F; treating radioactively-contaminated liquids G21F0009040000)",Donneville
ABCD INNOVATION,75,,,,,,3,A61B,"DIAGNOSIS; SURGERY; IDENTIFICATION (analysing biological material G01N, e.g. G01N0033480000)",G08B,"SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS (signalling arrangements on vehicles B60Q, B62D0041000000; railway signalling systems or devices B61L; on cycles B62J0003000000, B62J0006000000; safes or strong-rooms with alarm devices E05G; signalling or alarm devices in mines E21F0017180000; sensitive measuring elements, see the appropriate subclasses of G01; traffic control systems G08G; visual indicating means G09; sound-producing devices G10; radio or near-field calling systems H04B0005000000, H04B0007000000)",Paris
ABEILLES SANTE,65,,,,,,3,B65D,"CONTAINERS FOR STORAGE OR TRANSPORT OF ARTICLES OR MATERIALS, e.g. BAGS, BARRELS, BOTTLES, BOXES, CANS, CARTONS, CRATES, DRUMS, JARS, TANKS, HOPPERS, FORWARDING CONTAINERS; ACCESSORIES, CLOSURES, OR FITTINGS THEREFOR; PACKAGING ELEMENTS; PACKAGES","","",Cauterets
ABIVAX,75,,,,,,140,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",A61P,SPECIFIC THERAPEUTIC ACTIVITY OF CHEMICAL COMPOUNDS OR MEDICINAL PREPARATIONS,Paris
ABM Technologies,94,,,,,,5,A45B,"WALKING STICKS (walking aids, e.g. sticks, for blind persons A61H0003060000; walking sticks formed as supports or tripod stands F16M0013080000); UMBRELLAS; LADIES' OR LIKE FANS (cane or umbrella stands or holders A47G0025120000)",E04H,"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL (foundations E02D)",Alfortville
ABP - AQUILINA BOUVIER POOL,26,,,,,,9,B01D,"SEPARATION (separating solids from solids by wet methods B03B, B03D, by pneumatic jigs or tables B03B, by other dry methods B07; magnetic or electrostatic separation of solid materials from solid materials or fluids, separation by high-voltage electric fields B03C; centrifuges B04B; presses per se for squeezing-out liquid from liquid-containing material B30B0009020000)",E04H,"BUILDINGS OR LIKE STRUCTURES FOR PARTICULAR PURPOSES; SWIMMING OR SPLASH BATHS OR POOLS; MASTS; FENCING; TENTS OR CANOPIES, IN GENERAL (foundations E02D)",Albon
ABRIEL,97,,,,,,14,A23K,FEEDING-STUFFS SPECIALLY ADAPTED FOR ANIMALS; METHODS SPECIALLY ADAPTED FOR PRODUCTION THEREOF,C08B,POLYSACCHARIDES; DERIVATIVES THEREOF (polysaccharides containing less than six saccharide radicals attached to each other by glycosidic linkages C07H; fermentation or enzyme-using processes C12P0019000000; sugar industry C13; production of cellulose D21),Saint Joseph
AC & CO Technologies,36,,,,,,9,A61K,"PREPARATIONS FOR MEDICAL, DENTAL, OR TOILET PURPOSES (devices or methods specially adapted for bringing pharmaceutical products into particular physical or administering forms A61J0003000000; chemical aspects of, or use of materials for deodorisation of air, for disinfection or sterilisation, or for bandages, dressings, absorbent pads or surgical articles A61L)",A61H,"PHYSICAL THERAPY APPARATUS, e.g. DEVICES FOR LOCATING OR STIMULATING REFLEX POINTS IN THE BODY; ARTIFICIAL RESPIRATION; MASSAGE; BATHING DEVICES FOR SPECIAL THERAPEUTIC OR HYGIENIC PURPOSES OR SPECIFIC PARTS OF THE BODY (electrotherapy, magnetotherapy, radiation therapy, ultrasound therapy A61N)",Ardentes
AC&B,10,,,,,,14,B01F,"MIXING, e.g. DISSOLVING, EMULSIFYING, DISPERSING (mixing paints B44D0003060000)",A45D,"HAIRDRESSING OR SHAVING EQUIPMENT; MANICURING OR OTHER COSMETIC TREATMENT (wigs, toupees, or the like A41G0003000000, A41G0005000000; hairdressers' chairs A47C0001040000; hair cutting appliances, razors B26B)",Rosieres pres Troyes
AC-SP Etude & Recherche En Hygiène Industrielle,30,,,,,,2,B29C,"SHAPING OR JOINING OF PLASTICS; SHAPING OF SUBSTANCES IN A PLASTIC STATE, IN GENERAL; AFTER- TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING (working in the manner of metal B23; grinding, polishing B24; cutting B26D, B26F; making preforms B29B0011000000;  making laminated products by combining previously unconnected layers which become one product whose layers will remain together B32B0037000000-B32B0041000000)",G01N,"INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES (separating components of materials in general B01D, B01J, B03, B07; apparatus fully provided for in a single other subclass, see the relevant subclass, e.g. B01L; measuring or testing processes other than immunoassay, involving enzymes or micro-organisms C12M, C12Q; investigation of foundation soil in situE02D0001000000; monitoring or diagnostic devices for exhaust-gas treatment apparatus F01N0011000000; sensing humidity changes for compensating measurements of other variables or for compensating readings of instruments for variations in humidity, seeG01D;  or the relevant subclass for the variable measuredtesting or determining the properties of structures G01M; measuring or investigating electric or magnetic properties of materials G01R; systems in general for determining distance, velocity or presence by use of propagation effects, e.g. Doppler effect, propagation time, of reflected or reradiated radio waves, analogous arrangements using other waves G01S; determining sensitivity, graininess, or density of photographic materials G03C0005020000; testing component parts of nuclear reactors G21C0017000000)",Saint Laurent des Arbres
ACB Engineering,95,,,,,,3,B21D,"WORKING OR PROCESSING OF SHEET METAL OR METAL TUBES, RODS OR PROFILES WITHOUT ESSENTIALLY REMOVING MATERIAL; PUNCHING (operations of the kind involved in the manufacture of such products B21B, B21C; working or processing of wire B21F; cutting or severing devices or machines in general B26; presses in general B30B)",E02F,DREDGING; SOIL-SHIFTING (winning peat E21C0049000000),Herblay
ACC Ingenierie et Maintenance,63,,,,,,3,H01Q,AERIALS (microwave radiators for near-field therapeutic treatment A61N0005040000; apparatus for testing aerials or for measuring aerial characteristics G01R; waveguides H01P; radiators or aerials for microwave heating H05B0006720000),"","",Clermont Ferrand
ACC- La Jonchere,92,,,,,,1,F16L,"PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES, CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL","","",Nanterre
ACCELITE,75,1,"",,47500,"Anglais, Hadoop",,,,,,
ACCEXIT,59,,,,,,1,B60B,"VEHICLE WHEELS (making wheels or wheel parts by rolling B21H0001000000, by forging, hammering or pressing B21K0001280000); CASTORS; AXLES; INCREASING WHEEL ADHESION","","",Lille
ACCO,78,,,,,,33,H03F,"AMPLIFIERS (measuring, testing G01R; optical parametric amplifiers G02F; circuit arrangements with secondary emission tubes H01J0043300000; masers, lasers H01S; dynamo-electric amplifiers H02K; control of amplification H03G; coupling arrangements independent of the nature of the amplifier, voltage dividers H03H; amplifiers capable only of dealing with pulses H03K; repeater circuits in transmission lines H04B0003360000, H04B0003580000; application of speech amplifiers in telephonic communication H04M0001600000, H04M0003400000)",H04B,"TRANSMISSION (transmission systems for measured values, control or similar signals G08C; speech analysis or synthesis G10L; coding, decoding or code conversion, in general H03M; broadcast communication H04H; multiplex systems H04J; secret communication H04K; transmission of digital information H04L; wireless communication networks H04W)",Louveciennes
